Building,Bed,Bath,Study,Floor Plan,URL,Floor Plan Viewer,SF,Orientation,Unit Numbers,Quantity,
Vesper,1,1,FALSE,A3,https://drive.google.com/file/d/1wO0o6xQf1DohvHp-FqGd7elu0Bfc0SMV/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1wO0o6xQf1DohvHp-FqGd7elu0Bfc0SMV,697,,,,
Vesper,1,1,FALSE,A5,https://drive.google.com/file/d/1DiV1DNZ5U23hMZpOUypKik_BUZR292YS/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1DiV1DNZ5U23hMZpOUypKik_BUZR292YS,701,,,,
Vesper,1,1,FALSE,A6,https://drive.google.com/file/d/1v-aFg6y6c2hje28u0wWliot8roLxEjUP/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1v-aFg6y6c2hje28u0wWliot8roLxEjUP,727,,,,
Vesper,1,1,FALSE,A9,https://drive.google.com/file/d/1X3RKXwcLDjT1bYH3U21lRaHFZTPmoguN/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1X3RKXwcLDjT1bYH3U21lRaHFZTPmoguN,858,,,,
Vesper,1,1,FALSE,A10,https://drive.google.com/file/d/1_YWJKS6beaHQHoWMjGzAPwN6HCf4W90y/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1_YWJKS6beaHQHoWMjGzAPwN6HCf4W90y,892,,,,
Vesper,1,1,FALSE,A11,https://drive.google.com/file/d/1qI0Ia6S7I6MACwcMjcBHVAonu76IwjMX/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1qI0Ia6S7I6MACwcMjcBHVAonu76IwjMX,908,,,,
Vesper,1,1,FALSE,A12,https://drive.google.com/file/d/1rLZedCxZ-5JWrUYDctLoI6eSZWMFLAum/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1rLZedCxZ-5JWrUYDctLoI6eSZWMFLAum,911,,,,
Vesper,1,1,FALSE,A13,https://drive.google.com/file/d/16O48OXool_YWddxkcnN-2HfG_tTQhIJm/view?usp=drive_link,https://drive.google.com/uc?export=view&id=16O48OXool_YWddxkcnN-2HfG_tTQhIJm,920,,,,
Vesper,1,1,FALSE,A14,https://drive.google.com/file/d/1ofZzATESN-1mcBeJnhhUi5Wx4oY48XIS/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1ofZzATESN-1mcBeJnhhUi5Wx4oY48XIS,"1,058",,,,
Vesper,1,1,FALSE,A15,https://drive.google.com/file/d/1enBfGhrFMs_8F7RIs78LdiapIFIIRYny/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1enBfGhrFMs_8F7RIs78LdiapIFIIRYny,"1,073",,,,
Vesper,1,1,FALSE,A16,https://drive.google.com/file/d/1x94ol6QcCbVbx5q22v7Sk1C416E28dRB/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1x94ol6QcCbVbx5q22v7Sk1C416E28dRB,"1,074",,,,
Vesper,2,2,FALSE,B1,https://drive.google.com/file/d/1fkwpIi7NOlQGsaZr0lHLcUxvzzGJeqeO/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1fkwpIi7NOlQGsaZr0lHLcUxvzzGJeqeO,941,,,,
Vesper,2,2,FALSE,B2,https://drive.google.com/file/d/1zUF5ZOsneasM39Fumx_IGG8lj5kdrraT/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1zUF5ZOsneasM39Fumx_IGG8lj5kdrraT,969,,,,
Vesper,2,2,FALSE,B5,https://drive.google.com/file/d/1lc0aqKyyxYMs1TqugIo9jdfdGOV54evU/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1lc0aqKyyxYMs1TqugIo9jdfdGOV54evU,"1,176",,,,
Vesper,2,2,FALSE,B4,https://drive.google.com/file/d/1wLtRuobENzERsfg7JgcKuRf6Cu4iWKZm/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1wLtRuobENzERsfg7JgcKuRf6Cu4iWKZm,"1,176",,,,
Vesper,2,2,FALSE,B6,https://drive.google.com/file/d/139OBX3r38b9p-87GeSnHavv5-lKdg5XF/view?usp=drive_link,https://drive.google.com/uc?export=view&id=139OBX3r38b9p-87GeSnHavv5-lKdg5XF,"1,224",,,,
Vesper,2,2,FALSE,B7,https://drive.google.com/file/d/1PgpooPKludj3O_cIZWDyMH769c31wzjp/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1PgpooPKludj3O_cIZWDyMH769c31wzjp,"1,240",,,,
Vesper,2,2,FALSE,B8,https://drive.google.com/file/d/1pMc-67Qv7WQdxn6x2Tvg6z6w4oZovOTP/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1pMc-67Qv7WQdxn6x2Tvg6z6w4oZovOTP,"1,293",,,,
Vesper,2,2,FALSE,B9,https://drive.google.com/file/d/1zBy-2OhHYjU52b5_JDei8EVrOhiUYaed/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1zBy-2OhHYjU52b5_JDei8EVrOhiUYaed,"1,444",,,,
The Modern,1,1,FALSE,A1EN ,https://drive.google.com/file/d/1z-Fcw5zTnbS95pfiv0JsfXLo8jo5gUWM/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1z-Fcw5zTnbS95pfiv0JsfXLo8jo5gUWM,563-567,E,,,
The Modern,1,1,FALSE,A1.1EN,https://drive.google.com/file/d/14j6ZsDYmNwbpirkzlZ-2XHybFXu-0Y0h/view?usp=drive_link,https://drive.google.com/uc?export=view&id=14j6ZsDYmNwbpirkzlZ-2XHybFXu-0Y0h,626-638,E,,,
The Modern,1,1,FALSE,A1ES ,https://drive.google.com/file/d/1Z7HHKzKsVqQ5pyGYFRUQERRcUr8TsL63/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1Z7HHKzKsVqQ5pyGYFRUQERRcUr8TsL63,614,E,,,
The Modern,1,1,FALSE,A1WN ,https://drive.google.com/file/d/1AitWQI_QnQl_pBh0LdeuJiwWFBXdaxu-/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1AitWQI_QnQl_pBh0LdeuJiwWFBXdaxu-,621,W,,,
The Modern,1,1,FALSE,A1WS ,https://drive.google.com/file/d/1sMeFAJV5NVeo0HP9jggDL6Kv50xkamGR/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1sMeFAJV5NVeo0HP9jggDL6Kv50xkamGR,621,W,,,
The Modern,1,1,FALSE,A2 ,https://drive.google.com/file/d/1VztizhxCk1_Ug0XZe3OjCraavCD7E14y/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1VztizhxCk1_Ug0XZe3OjCraavCD7E14y,613,N,,,
The Modern,1,1,FALSE,A3NE ,https://drive.google.com/file/d/1A-M1TWVeBFzyapy5YfBgjMtZoC5HHp2J/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1A-M1TWVeBFzyapy5YfBgjMtZoC5HHp2J,653,N,,,
The Modern,1,1,FALSE,A3.1NE ,https://drive.google.com/file/d/1XmcpJAZG5y5P4rsEJR6c8BpgMGmzo5zk/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1XmcpJAZG5y5P4rsEJR6c8BpgMGmzo5zk,662,N,,,
The Modern,1,1,FALSE,A3NW ,https://drive.google.com/file/d/1YIw6ezgDVY1soimhex9ncCvx1C2jb6uN/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1YIw6ezgDVY1soimhex9ncCvx1C2jb6uN,660,N,,,
The Modern,2,2,FALSE,B1N ,https://drive.google.com/file/d/1jVGKxIzePMRSlDIds32MgJTBFup-7skK/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1jVGKxIzePMRSlDIds32MgJTBFup-7skK,961,N,,,
The Modern,2,2,FALSE,B1SE ,https://drive.google.com/file/d/1VSsjVWo8TCPXZefO4oI_cn11sEOeocq3/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1VSsjVWo8TCPXZefO4oI_cn11sEOeocq3,978,S,,,
The Modern,2,2,FALSE,B1SW ,https://drive.google.com/file/d/1190vImDJ7je2qugrMbI-TQRRH2aiiaX7/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1190vImDJ7je2qugrMbI-TQRRH2aiiaX7,978,S,,,
The Modern,2,2,FALSE,B2-NE,https://drive.google.com/file/d/1cSEM4BQsneqpZVxwhycttgzKDbgBV3S5/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1cSEM4BQsneqpZVxwhycttgzKDbgBV3S5,"1,178",NEc,,,
The Modern,2,2,FALSE,B2-NW,https://drive.google.com/file/d/10G5iT5OPWbbAr6uZAjSerKs93nkw59Xc/view?usp=drive_link,https://drive.google.com/uc?export=view&id=10G5iT5OPWbbAr6uZAjSerKs93nkw59Xc,"1,174",NWc,,,
The Modern,2,2,FALSE,B2-SE ,https://drive.google.com/file/d/1OA6lAc6SieQulZVO3g4KOY-SH0WG_vdP/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1OA6lAc6SieQulZVO3g4KOY-SH0WG_vdP,"1,166",SEc,,,
The Modern,2,2,FALSE,B2-SW,https://drive.google.com/file/d/1erTnqSK4N_Tun4uN4l7pmvR5JHg-nwfO/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1erTnqSK4N_Tun4uN4l7pmvR5JHg-nwfO,"1,127",SWc,,,
The Modern,2,2,FALSE,B2.1-NE,https://drive.google.com/file/d/1iyJaRnW_BPaoeToZ2BJoK7u1JMaGh3DM/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1iyJaRnW_BPaoeToZ2BJoK7u1JMaGh3DM,"1,196",NEc,,,
The Modern,2,2,FALSE,B3 ,https://drive.google.com/file/d/1OVFdwG5flqiUQZHDIIaihxfsFkd0MMmb/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1OVFdwG5flqiUQZHDIIaihxfsFkd0MMmb,"1,265",S,,,
The Modern,3,3,FALSE,C0N ,https://drive.google.com/file/d/1K7ErkUCWiXsDEToIM4Xb_1fifvB-rsk3/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1K7ErkUCWiXsDEToIM4Xb_1fifvB-rsk3,"1,820",NEc,,,
The Modern,3,3,FALSE,C0S ,https://drive.google.com/file/d/1ms3OH-mIsMyPaYn9Qfcu8vCXVdIppn55/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1ms3OH-mIsMyPaYn9Qfcu8vCXVdIppn55,"1,835",SEc,,,
The Modern,3,3,FALSE,C1 ,https://drive.google.com/file/d/1-JnciDQLz4ahwLFtNgHTf7pP0vE30xZt/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1-JnciDQLz4ahwLFtNgHTf7pP0vE30xZt,"1,951",SEc,,,
The Modern,3,3,FALSE,C1.1 ,https://drive.google.com/file/d/1AwYopwYm_CVffOPuwFsGsHXR2eZ1FMZV/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1AwYopwYm_CVffOPuwFsGsHXR2eZ1FMZV,"1,905",SEc,,,
The Modern,3,3.5,FALSE,C2 ,https://drive.google.com/file/d/1GhqFC9rYm3f5UdnhCfHje-no5z63Aiuk/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1GhqFC9rYm3f5UdnhCfHje-no5z63Aiuk,"2,324",NWc,,,
The Modern,3,3.5,FALSE,C3 ,https://drive.google.com/file/d/1DeQxrYO-nFT86PT5zUCR1D2UryPboXu_/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1DeQxrYO-nFT86PT5zUCR1D2UryPboXu_,"2,548",NWc,,,
The Modern,4,4.5,FALSE,SUB-PHN.1,https://drive.google.com/file/d/1MVOBgSmSDvrsCTeho-Pk7tC6OH4Fm1oB/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1MVOBgSmSDvrsCTeho-Pk7tC6OH4Fm1oB,"4,927",NEWc,,,
The Modern,4,4.5,FALSE,SUB-PHN,https://drive.google.com/file/d/1w2Xr-qQfXOBpVt9bVgrEphnt1dDsC6Ss/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1w2Xr-qQfXOBpVt9bVgrEphnt1dDsC6Ss,"4,979",NEWc,,,
The Modern,4,4.5,FALSE,SUB-PHS,https://drive.google.com/file/d/1F1eJOf6uQkh67ZYbmDWPqb4sOzKGx4Vd/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1F1eJOf6uQkh67ZYbmDWPqb4sOzKGx4Vd,"5,334",SEWc,,,
The Modern,4,5.5,FALSE,PH55N,https://drive.google.com/file/d/1YUbb4wPYTQbAOEmFxkQagBe2pQqHNC8_/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1YUbb4wPYTQbAOEmFxkQagBe2pQqHNC8_,"6,236",NEWc,,,
The Modern,5,5,FALSE,D3 ,https://drive.google.com/file/d/1RDYv8zCicerbzo-iCWnbo2imXN7cBI-S/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1RDYv8zCicerbzo-iCWnbo2imXN7cBI-S,"3,216",SEc,,,
The Modern,5,5.5,FALSE,D1,https://drive.google.com/file/d/1nTiXYNR4yrD40TKqtArkElAq5oavlWAO/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1nTiXYNR4yrD40TKqtArkElAq5oavlWAO,"3,285",NWc,,,
The Modern,5,5.5,FALSE,D2 ,https://drive.google.com/file/d/1DCy_ARTAQnzPuiGHYPCNjKZZFq2Caf5p/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1DCy_ARTAQnzPuiGHYPCNjKZZFq2Caf5p,"3,765",SWc,,,
The Linden,1,1,FALSE,Residence A1,https://drive.google.com/file/d/14NqUXBU0S5J6IF1voh9hiz1-xO0b13Dc/view?usp=sharing,https://drive.google.com/uc?export=view&id=14NqUXBU0S5J6IF1voh9hiz1-xO0b13Dc,850,,,,
The Linden,1,1,FALSE,Residence A2,https://drive.google.com/file/d/1vAx1BuJkUVW2D06oSohl_ds-V0L0vv-c/view?usp=sharing,https://drive.google.com/uc?export=view&id=1vAx1BuJkUVW2D06oSohl_ds-V0L0vv-c,772,,,,
The Linden,1,2,TRUE,Residence B1,https://drive.google.com/file/d/112zhzs10WYo_iiEtI_ZPAY6DRO1hyDS5/view?usp=sharing,https://drive.google.com/uc?export=view&id=112zhzs10WYo_iiEtI_ZPAY6DRO1hyDS5,942,,,,
The Linden,1,2,TRUE,Residence B2,https://drive.google.com/file/d/12im4KQnwm33beHifJ3hPdR5Ek9ytoy3d/view?usp=sharing,https://drive.google.com/uc?export=view&id=12im4KQnwm33beHifJ3hPdR5Ek9ytoy3d,"1,130",,,,
The Linden,2,2,FALSE,Residence C1,https://drive.google.com/file/d/15XAHlohHO7-TuRLs-I9UHjggBd5EXn_X/view?usp=sharing,https://drive.google.com/uc?export=view&id=15XAHlohHO7-TuRLs-I9UHjggBd5EXn_X,"1,251",,,,
The Linden,2,2,TRUE,Residence D1,https://drive.google.com/file/d/1sFpeta4MSjg_8LOcRlAyICMOTh3AbppI/view?usp=sharing,https://drive.google.com/uc?export=view&id=1sFpeta4MSjg_8LOcRlAyICMOTh3AbppI,"1,583",,,,
The Linden,3,3,TRUE,Residence E1,https://drive.google.com/file/d/1qlUzfIgt-YMKbO0ziXR-aJKRKh1DS2XX/view?usp=sharing,https://drive.google.com/uc?export=view&id=1qlUzfIgt-YMKbO0ziXR-aJKRKh1DS2XX,"1,930",,,,
The Linden,3,3.5,FALSE,Residence PH1,https://drive.google.com/file/d/1dQXtgS2JsHZdbPb42NTtnP29FUvj3-0w/view?usp=sharing,https://drive.google.com/uc?export=view&id=1dQXtgS2JsHZdbPb42NTtnP29FUvj3-0w,"2,621",,,,
The Linden,3,3.5,FALSE,Residence PH2,https://drive.google.com/file/d/15dnVb128cYDlBONJz3lqcWAOZ60wmnD8/view?usp=sharing,https://drive.google.com/uc?export=view&id=15dnVb128cYDlBONJz3lqcWAOZ60wmnD8,"3,102",,,,
The Linden,3,3.5,FALSE,Residence PH3,https://drive.google.com/file/d/1F_C2Sc0heAO2AeOwEcZOcYmDSvmirakW/view?usp=sharing,https://drive.google.com/uc?export=view&id=1F_C2Sc0heAO2AeOwEcZOcYmDSvmirakW,"3,010",,,,
The Linden,3,3.5,FALSE,Residence PH4,https://drive.google.com/file/d/18vAQR5qDHszWSdwq5hb_61f8Mj04T3zn/view?usp=sharing,https://drive.google.com/uc?export=view&id=18vAQR5qDHszWSdwq5hb_61f8Mj04T3zn,"3,025",,,,
The Linden,3,3.5,FALSE,Residence PH5,https://drive.google.com/file/d/1RXsRWNmCuRNMOfiaz1kmuWPgVeIp2tlE/view?usp=sharing,https://drive.google.com/uc?export=view&id=1RXsRWNmCuRNMOfiaz1kmuWPgVeIp2tlE,"2,965",,,,
Austin Proper,1,1,FALSE,1A,https://drive.google.com/file/d/1CWb-L8m9j_ZOm0t0tuT5l15qk8tdCvEI/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1CWb-L8m9j_ZOm0t0tuT5l15qk8tdCvEI,921,E,"1204, 1404-2704",15,
Austin Proper,1,1,FALSE,1B,https://drive.google.com/file/d/11wacwRJEy7aHcMCgVAadQb0b_tBJKt-L/view?usp=drive_link,https://drive.google.com/uc?export=view&id=11wacwRJEy7aHcMCgVAadQb0b_tBJKt-L,941,E,"1203, 1403-1703",5,
Austin Proper,1,1.5,FALSE,1C,https://drive.google.com/file/d/1OwV2JGhvjQf9niJMHxVchUdxAsmcQXeG/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1OwV2JGhvjQf9niJMHxVchUdxAsmcQXeG,"1,149",W,1200,1,
Austin Proper,2,2.5,FALSE,2A,https://drive.google.com/file/d/1RWJhIakklxJJpSmNpuRKVlO3vKsGZM2z/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1RWJhIakklxJJpSmNpuRKVlO3vKsGZM2z,"1,540",SEc,"1202, 1402-1702",5,
Austin Proper,2,2.5,FALSE,2B,https://drive.google.com/file/d/1itd8F8mpca0BUzW8iYbx7E6CUDc93wZ_/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1itd8F8mpca0BUzW8iYbx7E6CUDc93wZ_,"1,646",NEc,1405-2705,14,
Austin Proper,2,2.5,FALSE,2C+study,https://drive.google.com/file/d/1iEg3w1LIg-nlit8hK5m8NwETO4-A-FZ2/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1iEg3w1LIg-nlit8hK5m8NwETO4-A-FZ2,"1,931",W,1407-2207,9,
Austin Proper,2,2.5,FALSE,2D,https://drive.google.com/file/d/10jx6XmuaGCHcxjdLrgDJynmjXTZq8GX0/view?usp=drive_link,https://drive.google.com/uc?export=view&id=10jx6XmuaGCHcxjdLrgDJynmjXTZq8GX0,"2,142",SWc,2401-2701,4,
Austin Proper,2,2.5,FALSE,2D-T,https://drive.google.com/file/d/10xdH-FzySDcNH_6cQRl-E85Vze3b9hdr/view?usp=drive_link,https://drive.google.com/uc?export=view&id=10xdH-FzySDcNH_6cQRl-E85Vze3b9hdr,"2,142",SW,2301,1,
Austin Proper,2,2.5,FALSE,2E,https://drive.google.com/file/d/1-5gCG6DC7bMvbShpV62p1YJnwQxaHLM7/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1-5gCG6DC7bMvbShpV62p1YJnwQxaHLM7,"2,028",SWc,"1201, 1401-2201",10,
Austin Proper,2,2.5,FALSE,2F,https://drive.google.com/file/d/12i4DcQL5g866C3bYahP_cYafW_AbY64G/view?usp=drive_link,https://drive.google.com/uc?export=view&id=12i4DcQL5g866C3bYahP_cYafW_AbY64G,"2,143",NWc,2306-2706,5,
Austin Proper,3,3.5,FALSE,3C,https://drive.google.com/file/d/1GknWWXPXxypmp901Ctgvd-7gnRIjkm36/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1GknWWXPXxypmp901Ctgvd-7gnRIjkm36,"2,236",NWc,1406-2206,9,
Austin Proper,3,3.5,FALSE,3D,https://drive.google.com/file/d/1ui6G8k_WfWOqxNHavjJ7W-QnEIc5XcYY/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1ui6G8k_WfWOqxNHavjJ7W-QnEIc5XcYY,"2,570",SEc,1802-2702,10,
Austin Proper,3,3.5,FALSE,3E,https://drive.google.com/file/d/1z4yFUsL4zO5qFrEKlwXZ_YMx_WIq3g1o/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1z4yFUsL4zO5qFrEKlwXZ_YMx_WIq3g1o,"2,608",NEc,1205,1,
Austin Proper,4,3.5,FALSE,PHC-T,https://drive.google.com/file/d/1okp2EvGsLBZEGMeWfECqh43sViRnYSF8/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1okp2EvGsLBZEGMeWfECqh43sViRnYSF8,"3,425",NEWc,2802,1,
Austin Proper,4,3.5,FALSE,PHC,https://drive.google.com/file/d/1qambPvZVHNj0tI_xI_tBbC5KKim1mEsH/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1qambPvZVHNj0tI_xI_tBbC5KKim1mEsH,"3,643",NEWc,2902-3102,3,
Austin Proper,4,4.5,FALSE,PHD-T,https://drive.google.com/file/d/1oixBm1n9288hxLhIIStdW0Z6Ud32QMkd/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1oixBm1n9288hxLhIIStdW0Z6Ud32QMkd,"3,425",SEWc,2801,1,
Austin Proper,4,4.5,FALSE,PHD,https://drive.google.com/file/d/1d4nKJhUdVyA7mKOGfd-84a-YI37e3iIG/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1d4nKJhUdVyA7mKOGfd-84a-YI37e3iIG,"3,425",SEWc,2901-3101,3,
Austin Proper,5,4.5,FALSE,GPH-A,https://drive.google.com/file/d/16rO5OTq73D9DuAvEBusrop5MJb65IPiD/view?usp=drive_link,https://drive.google.com/uc?export=view&id=16rO5OTq73D9DuAvEBusrop5MJb65IPiD,"6,789",NEWc,3202,1,
Austin Proper,5,4.5,FALSE,GPH-B,https://drive.google.com/file/d/1UylRDUjvZHd1eKrgjY9I_jMOD7eyYfGj/view?usp=drive_link,https://drive.google.com/uc?export=view&id=1UylRDUjvZHd1eKrgjY9I_jMOD7eyYfGj,"6,379",SEWc,3201,1,
