source,buildingSlug,buildingName,unitNumber,status,closeDate,listingContractDate,closePrice,listPrice,originalListPrice,closePricePerSqft,listPricePerSqft,sqft,bedrooms,bathrooms,daysOnMarket,cumulativeDaysOnMarket,floorPlan,orientation,floorPlanSqft,floorPlanBeds,floorPlanBaths,floorPlanHasStudy,hoaFee,hoaFeeFrequency,yearBuilt,parkingFeatures,buyerFinancing,listAgentFullName,listOfficeName,buyerAgentFullName,buyerOfficeName,cpLp,cpOlp,previousListPrice,listingId,address,mlsArea
mls-csv-import,nokonah,Nokonah,706,Active,,2026-02-04,,1350000,1350000,,837.99,1611,2,3,6,6,,,,,,,1675.44,Monthly,2001,"Assigned, Garage, Underground",,Diane Humphreys,Moreland Properties,,,,,,3317150,901 W 9th St  #706,DT
mls-csv-import,nokonah,Nokonah,404,Closed,2026-01-15,2025-11-14,1700,1700,1700,2.91,2.91,585,0,1,31,31,,,,,,,,,2001,"Garage, Reserved, Secured",,Tony Giacalone,Anthony Giacalone Real Estate,Tony Giacalone,Anthony Giacalone Real Estate,1.0000,1.0000,1800,1550015,901 W 9th St  #404,DT
mls-csv-import,nokonah,Nokonah,44,Active,,2026-01-03,,2750,3000,,3.19,862,1,1,44,111,,,,,,,,,2017,"Assigned, Garage, Gated, Inside Entrance, Lighted, Off Street",,Julie Stoakley,HomeBase ATX LLC,,,,,2900,8221250,908  Nueces St  #44,DT
mls-csv-import,nokonah,Nokonah,217,Withdrawn,,2025-11-01,,285000,285000,,537.74,530,1,1,52,52,,,,,,,430,Monthly,2001,"Assigned, Garage",,Kristen Scudder,Horizon Realty,,,,,,2053869,901  W 9th St  #217,DT
mls-csv-import,nokonah,Nokonah,44,Withdrawn,,2025-10-12,,2725,3495,,3.16,862,1,1,67,67,,,,,,,,,2017,"Assigned, Garage, Gated, Inside Entrance, Lighted, Off Street",,Jay Reynolds,Zilker Properties of Austin,,,,,2875,3359677,908  Nueces St  #44,DT
mls-csv-import,nokonah,Nokonah,401,Hold,,2025-10-10,,1785000,1785000,,775.08,2303,3,2,119,475,,,,,,,1868,Monthly,2001,"Concrete, Covered, Garage, Gated, Reserved, Secured",,Casey Legg,Urbanspace,,,,,,8022292,901 W 9th St  #401,DT
mls-csv-import,nokonah,Nokonah,1002,Closed,2025-09-23,2025-03-04,2500000,2499000,2499000,841.47,841.13,2971,3,4,171,171,,,,,,,2317.38,Monthly,2001,"Assigned, Garage, See Remarks",Cash,Trey Phillips,Moreland Properties,Don Sembera,Moreland Properties,1.0004,1.0004,,4452403,901 W 9th St  #1002,DT
mls-csv-import,nokonah,Nokonah,315,Withdrawn,,2025-07-08,,3000,3000,,3.88,774,1,1,70,70,,,,,,,,,2001,"Assigned, Garage, Gated, Reserved, Secured",,Emily Waldmann,Douglas Elliman Real Estate,,,,,,7274581,901 W 9th St  #315,DT
mls-csv-import,nokonah,Nokonah,504,Withdrawn,,2025-06-24,,525000,525000,,782.41,671,1,1,6,6,,,,,,,597.19,Monthly,2001,"Assigned, Secured, Underground",,Lissa gray Anderson,Gottesman Residential R.E.,,,,,,6359010,901 W 9th St  #504,DT
mls-csv-import,nokonah,Nokonah,703,Withdrawn,,2025-06-21,,2995000,3100000,,989.1,3028,3,4,150,150,,,,,,,2493,Monthly,2001,"Assigned, Garage, Gated, Reserved, Secured, Storage, Underground",,Linda Picazo,Picazo Properties,,,,,3100000,4462946,901 W 9th St  #703,DT
mls-csv-import,nokonah,Nokonah,44,Closed,2025-05-10,2024-09-20,3095,3095,3895,3.59,3.59,862,1,1,197,197,,,,,,,,,2017,"Assigned, Garage, Gated, Inside Entrance, Lighted, Off Street",,Jay Reynolds,Zilker Properties of Austin,Nikki Craig,Zilker Properties of Austin,1.0000,0.7946,3145,5530345,908  Nueces St  #44,DT
mls-csv-import,nokonah,Nokonah,316,Closed,2025-05-09,2025-01-29,590000,599000,599000,632.37,642.02,933,2,1,44,44,,,,,,,831,Monthly,2001,"Assigned, Attached, Garage",Conventional,Shelli  Pauly,Urbanspace,Jason Bernknopf,AustinRealEstate.com,0.9850,0.9850,,6511883,901 W 9th St  #316,DT
mls-csv-import,nokonah,Nokonah,214,Closed,2025-05-08,2025-01-10,2900,2900,3100,3.44,3.44,842,1,1,118,118,,,,,,,,,2001,"Assigned, Community Structure, Elec Vehicle Charge Station(s), Gated, Secured, Unassigned",,Mary Jane Parker,"eXp Realty, LLC",Christina Alvarado,"eXp Realty, LLC",1.0000,0.9355,3100,1063186,901 W 9th St  #214,DT
mls-csv-import,nokonah,Nokonah,704,Closed,2025-03-24,2024-10-25,1975000,2235000,2350000,793.81,898.31,2488,2,3,137,137,,,,,,,1940.64,Monthly,2001,"Assigned, Garage",Cash,Diane Humphreys,Moreland Properties,Kathryn Scarborough,Engel & Volkers Austin,0.8837,0.8404,2350000,1365013,901 W 9th St  #704,DT
mls-csv-import,nokonah,Nokonah,104,Closed,2025-03-10,2025-02-01,3750,3750,3750,3.06,3.06,1226,2,2,33,33,,,,,,,,,2001,"Assigned, Garage, Gated",,Linda Picazo,Picazo Properties,August Harris,Moreland Properties,1.0000,1.0000,,3782785,901 W 9th St  #104,DT
mls-csv-import,nokonah,Nokonah,314,Closed,2025-03-09,2025-02-23,3000,3000,3000,3.56,3.56,842,1,1,12,12,,,,,,,,,2001,"Assigned, Garage, Gated, Reserved, Underground",,Linda Picazo,Picazo Properties,Scott Wendell,Water Street Residential,1.0000,1.0000,,3891913,901 W 9th St  #314,DT
mls-csv-import,nokonah,Nokonah,214,Withdrawn,,2025-02-18,,584000,585000,,693.59,842,1,1,87,87,,,,,,,749.38,Monthly,2001,"Garage, Reserved",,Mary Jane Parker,"eXp Realty, LLC",,,,,585000,9942640,901 W 9th St  #214,DT
mls-csv-import,nokonah,Nokonah,314,Withdrawn,,2025-02-08,,585000,600000,,694.77,842,1,1,30,30,,,,,,,749.38,Monthly,2001,"Assigned, Garage, Gated, Reserved, Underground",,Linda Picazo,Picazo Properties,,,,,600000,9800440,901 W 9th St  #314,DT
mls-csv-import,nokonah,Nokonah,315,Closed,2025-01-10,2024-12-03,2900,3000,3000,3.75,3.88,774,1,1,17,17,,,,,,,,,2001,"Assigned, Garage, Gated, Reserved, Secured",,Megan Gallagher,Douglas Elliman Real Estate,Charlotte Brigham,"Brigham Real Estate, LLC",0.9667,0.9667,,1206806,901 W 9th St  #315,DT
mls-csv-import,nokonah,Nokonah,401,Expired,,2024-10-17,,1785000,1950000,,775.08,2303,3,2,356,356,,,,,,,1868,Monthly,2001,"Concrete, Covered, Garage, Gated, Reserved, Secured",,Casey Legg,Urbanspace,,,,,1950000,1148233,901 W 9th St  #401,DT
mls-csv-import,nokonah,Nokonah,401A,Active,,2024-10-17,,6500,8500,,2.82,2303,3,2,487,487,,,,,,,,,2001,"Concrete, Covered, Garage, Gated, Reserved, Secured",,Casey Legg,Urbanspace,,,,,7000,3404487,901 W 9th St  #401A,DT
historical-transactions,nokonah,Nokonah,1102,Closed,2024-09-12,,3201000,,,873,,3668,3,,,,,,,,,,,,,,,,,,,,,,,,DT
mls-csv-import,nokonah,Nokonah,1102,Closed,2024-09-12,2024-04-17,3201000,3485000,3850000,872.68,950.11,3668,3,4,111,111,,,,,,,2861.04,Monthly,2001,"Assigned, Garage",Cash,Diane Humphreys,Moreland Properties,Non Member,Non Member,0.9185,0.8314,3850000,1277180,901 W 9th St  #1102,DT
mls-csv-import,nokonah,Nokonah,602,Closed,2024-09-01,2024-08-10,2000,2000,2000,2.67,2.67,749,1,1,6,6,,,,,,,,,2001,"Reserved, See Remarks",,Tony Giacalone,Tony's Realty,Tony Giacalone,Anthony Giacalone Real Estate,1.0000,1.0000,,9635959,901 W 9th St  #602,DT
mls-csv-import,nokonah,Nokonah,214,Closed,2024-08-15,2024-06-18,2900,3000,3000,3.44,3.56,842,1,1,51,51,,,,,,,,,2001,"Assigned, Common, Garage, Reserved",,Mary Jane Parker,Coldwell Banker Realty,Mary Jane Parker,Coldwell Banker Realty,0.9667,0.9667,,3503753,901 W 9th St  #214,DT
historical-transactions,nokonah,Nokonah,412,Closed,2024-07-08,,815000,,,674,,1210,2,,,,,,,,,,,,,,,,,,,,,,,,DT
mls-csv-import,nokonah,Nokonah,412,Closed,2024-07-08,2024-02-12,815000,825000,847000,673.55,681.82,1210,2,2,106,106,,,,,,,983.4,Monthly,2001,"Assigned, Garage, Gated",Cash,Laurie Mills,KW-Austin Portfolio Real Estate,Lisa Munoz,"Compass RE Texas, LLC",0.9879,0.9622,835000,4462547,901 W 9th St  #412,DT
mls-csv-import,nokonah,Nokonah,701,Expired,,2024-06-01,,17000,17500,,4.88,3485,3,4,150,150,,,,,,,,,2001,"Common, Electric Gate, Garage, Private",,Lindsay Dillard,Douglas Elliman Real Estate,,,,,14750,6913591,901 W 9th St  #701,DT
historical-transactions,nokonah,Nokonah,607,Closed,2024-05-10,,1340000,,,862,,1554,2,,,,,,,,,,,,,,,,,,,,,,,,DT
mls-csv-import,nokonah,Nokonah,607,Closed,2024-05-10,2024-02-26,1340000,1425000,1425000,862.29,916.99,1554,2,2,40,37,,,,,,,1262,Monthly,2001,"Deeded, Garage, Gated, Reserved",Conventional,Linda Picazo,Picazo Properties,Gwyn Gifford,All City Real Estate Ltd. Co,0.9404,0.9404,,4912967,901 W 9th St  #607,DT
mls-csv-import,nokonah,Nokonah,1002,Withdrawn,,2024-05-02,,2499000,2499000,,841.13,2971,3,4,105,105,,,,,,,2317.38,Monthly,2001,"Assigned, Garage, See Remarks",,Trey Phillips,Moreland Properties,,,,,,9511883,901 W 9th St  #1002,DT
mls-csv-import,nokonah,Nokonah,315,Closed,2024-05-01,2024-02-23,2900,3000,3000,3.75,3.88,774,1,1,56,233,,,,,,,,,2001,"Assigned, Garage, Gated, Reserved, Secured",,Emily Waldmann,Douglas Elliman Real Estate,Jacquelyn Giorlando,Urbanspace,0.9667,0.9667,,3835975,901 W 9th St  #315,DT
historical-transactions,nokonah,Nokonah,207,Closed,2024-03-01,,1300000,,,840,,1547,2,,,,,,,,,,,,,,,,,,,,,,,,DT
mls-csv-import,nokonah,Nokonah,207,Closed,2024-03-01,2023-09-29,1300000,1400000,1400000,840.34,904.98,1547,2,2,122,122,,,,,,,1206,Monthly,2001,"Covered, Garage, Gated, Guest","Cash, Conventional",John Pizzitola,Perfect Tree Realty,Debra Dozier,Horizon Realty,0.9286,0.9286,,9839430,901 W 9th St  #207,DT
mls-csv-import,nokonah,Nokonah,1101,Withdrawn,,2024-02-08,,4295000,4295000,,952.33,4510,2,3,120,120,,,,,,,3478,Monthly,2001,"Covered, Elec Vehicle Charge Station(s), Electric Gate, Private",,Cathy Parker,Moreland Properties,,,,,,6646220,901 W 9th St  #1101,DT
mls-csv-import,nokonah,Nokonah,1002,Expired,,2024-01-22,,10950,11000,,3.69,2971,3,4,403,403,,,,,,,,,2001,"Assigned, Garage, See Remarks",,Trey Phillips,Moreland Properties,,,,,11000,7984076,901 W 9th St  #1002,DT
mls-csv-import,nokonah,Nokonah,805,Withdrawn,,2023-12-27,,7000,8500,,4.5,1554,2,2,215,215,,,,,,,,,2001,"Garage, Gated, Underground",,Linda Picazo,Picazo Properties,,,,,7500,4946311,901 W 9th St  #805,DT
mls-csv-import,nokonah,Nokonah,602,Closed,2023-08-18,2023-07-29,2000,2000,2000,2.67,2.67,749,1,1,3,3,,,,,,,,,2001,"Reserved, See Remarks",,Tony Giacalone,Tony's Realty,Tony Giacalone,Tony's Realty,1.0000,1.0000,,7621998,901 W 9th St  #602,DT
mls-csv-import,nokonah,Nokonah,315,Expired,,2023-06-17,,2995,3150,,3.87,774,1,1,177,177,,,,,,,,,2001,"Assigned, Garage, Gated, Reserved, Secured",,Megan Gallagher,Douglas Elliman Real Estate,,,,,3150,1985249,901 W 9th St  #315,DT
mls-csv-import,nokonah,Nokonah,1002,Withdrawn,,2023-05-24,,2775000,2800000,,934.03,2971,3,4,196,196,,,,,,,1748,Monthly,2001,"Assigned, Garage, See Remarks",,Trey Phillips,Moreland Properties,,,,,2800000,7798590,901 W 9th St  #1002,DT
mls-csv-import,nokonah,Nokonah,404,Closed,2023-05-01,2023-03-01,1700,1700,1900,2.91,2.91,585,0,1,8,15,,,,,,,,,2001,"Garage, Reserved, Secured",,Tony Giacalone,Tony's Realty,Tony Giacalone,Tony's Realty,1.0000,0.8947,1800,4083768,901 W 9th St  #404,DT
mls-csv-import,nokonah,Nokonah,602,Closed,2023-05-01,2023-03-03,2000,2000,2350,2.67,2.67,749,1,1,19,19,,,,,,,,,2001,"Reserved, See Remarks",,Tony Giacalone,Tony's Realty,Justin Lowe,LAND&,1.0000,0.8511,2100,5549128,901 W 9th St  #602,DT
historical-transactions,nokonah,Nokonah,219,Closed,2023-04-18,,875000,,,797,,1098,2,,,,,,,,,,,,,,,,,,,,,,,,DT
mls-csv-import,nokonah,Nokonah,219,Closed,2023-04-18,2022-11-10,875000,875000,1169000,796.9,796.9,1098,2,2,134,134,,,,,,,875,Monthly,2001,Reserved,Cash,Shannon Windham,Gottesman Residential R.E.,Darren Mcdonald,Let's Move Austin LLC,1.0000,0.7485,975000,8862845,901 W 9th St  #219,DT
mls-csv-import,nokonah,Nokonah,214,Withdrawn,,2023-03-14,,2950,3150,,3.5,842,1,1,38,38,,,,,,,,,2001,"Assigned, Common, Garage, Reserved",,Mary Jane Parker,Coldwell Banker Realty,,,,,3150,9048766,901 W 9th St  #214,DT
historical-transactions,nokonah,Nokonah,215,Closed,2023-02-23,,415000,,,536,,774,1,,,,,,,,,,,,,,,,,,,,,,,,DT
mls-csv-import,nokonah,Nokonah,215,Closed,2023-02-23,2022-10-14,415000,425000,450000,536.18,549.1,774,1,1,108,108,,,,,,,603.72,Monthly,2001,"Assigned, Garage",Conventional,Linda Picazo,Picazo Properties,Scott Wendell,Water Street Residential,0.9765,0.9222,439000,3754911,901 W 9th St  #215,DT
mls-csv-import,nokonah,Nokonah,315,Closed,2023-01-01,2022-11-25,3000,3000,3000,3.88,3.88,774,1,1,23,23,,,,,,,,,2001,"Assigned, Garage, Gated, Reserved, Secured",,Megan Gallagher,Douglas Elliman Real Estate,Non Member,Non Member,1.0000,1.0000,,9358930,901 W 9th St  #315,DT
historical-transactions,nokonah,Nokonah,604,Closed,2022-10-14,,443250,,,661,,671,1,,,,,,,,,,,,,,,,,,,,,,,,DT
mls-csv-import,nokonah,Nokonah,604,Closed,2022-10-14,2022-06-02,443250,475000,490000,660.58,707.9,671,1,1,109,106,,,,,,,503.25,Monthly,2001,"Covered, Off Street, Parking Lot, Reserved",Cash,Erika Levack,"Compass RE Texas, LLC",Non Member,Non Member,0.9332,0.9046,490000,1885181,901 W 9th St  #604,DT
mls-csv-import,nokonah,Nokonah,219,Withdrawn,,2022-10-03,,5300,7000,,4.83,1098,2,2,141,141,,,,,,,,,2001,Reserved,,Anna Collins,Gottesman Residential R.E.,,,,,5000,9401161,901 W 9th St  #219,DT
historical-transactions,nokonah,Nokonah,216,Closed,2022-06-15,,535000,,,573,,933,1,,,,,,,,,,,,,,,,,,,,,,,,DT
mls-csv-import,nokonah,Nokonah,216,Closed,2022-06-15,2022-05-06,535000,500000,500000,573.42,535.91,933,1,1,4,4,,,,,,,699,Monthly,2001,"Assigned, Garage, Gated, Reserved, Underground",Conventional,Cathie Richard,RE/MAX Austin Skyline,Vivian Plein,Spyglass Realty,1.0700,1.0700,,4344936,901 W 9th St  #216,DT
historical-transactions,nokonah,Nokonah,403,Closed,2022-06-10,,1122000,,,888,,1264,2,,,,,,,,,,,,,,,,,,,,,,,,DT
mls-csv-import,nokonah,Nokonah,403,Closed,2022-06-10,2022-05-06,1122000,899000,899000,887.66,711.23,1264,2,2,4,3,,,,,,,870,Monthly,2001,"Assigned, Garage, Garage Door Opener, Underground",Cash,Lazan Pargaman,Kuper Sotheby's Itl Rlty,Vickie Clark,Austin Preferred Properties,1.2481,1.2481,,6190373,901 W 9th St  #403,DT
mls-csv-import,nokonah,Nokonah,1002,Withdrawn,,2022-06-02,,11500,13000,,3.87,2971,3,4,179,179,,,,,,,,,2001,"Assigned, Garage",,Linda Picazo,Picazo Properties,,,,,13000,4549678,901 W 9th St  #1002,DT
mls-csv-import,nokonah,Nokonah,406,Closed,2022-06-01,2022-03-11,11500,11500,11500,4.62,4.62,2487,2,3,73,73,,,,,,,,,2001,"Assigned, Gated",,Megan Gallagher,DEN Property Group,Shannon Windham,Gottesman Residential R.E.,1.0000,1.0000,,5953968,901 W 9th St  #406,DT
historical-transactions,nokonah,Nokonah,701,Closed,2022-04-11,,3795000,,,1074,,3533,3,,,,,,,,,,,,,,,,,,,,,,,,DT
mls-csv-import,nokonah,Nokonah,701,Closed,2022-04-11,2022-01-17,3795000,3795000,3795000,1074.16,1074.16,3533,3,4,22,20,,,,,,,2613.75,Monthly,2001,"Common, Electric Gate, Garage, Private, See Remarks",Conventional,Kumara Wilcoxon,Kuper Sotheby's Itl Rlty,Lindsay Dillard,Kuper Sotheby's Itl Rlty,1.0000,1.0000,,9537733,901 W 9th St  #701,DT
mls-csv-import,nokonah,Nokonah,1101,Withdrawn,,2022-03-29,,5695000,5695000,,1261.07,4516,2,3,53,52,,,,,,,3344.25,Monthly,2001,"Covered, Elec Vehicle Charge Station(s), Electric Gate, Private",,Cathy Parker,Moreland Properties,,,,,,1522561,901 W 9th St  #1101,DT
mls-csv-import,nokonah,Nokonah,701,Closed,2022-03-20,2022-02-24,16000,18500,21000,4.59,5.31,3485,3,4,24,34,,,,,,,,,2001,"Assigned, Attached, Common, Garage, Gated",,Lindsay Dillard,Kuper Sotheby's Itl Rlty,Non Member,Non Member,0.8649,0.7619,21000,2341568,901 W 9th St  #701,DT
mls-csv-import,nokonah,Nokonah,315,Withdrawn,,2022-01-19,,3000,3000,,3.88,774,1,1,17,17,,,,,,,,,2001,"Assigned, Garage, Gated, Secured",,Megan Gallagher,DEN Property Group,,,,,,1393882,901 W 9th St  #315,DT
mls-csv-import,nokonah,Nokonah,1003,Withdrawn,,2022-01-19,,9000,12500,,3.6,2498,3,3,38,37,,,,,,,,,2001,"Additional Parking, Electric Gate, Garage",,Kylie Lynch,KW-Austin Portfolio RealEstate,,,,,11500,9501241,901 W 9th St  #1003,DT
historical-transactions,nokonah,Nokonah,401,Closed,2022-01-18,,1440000,,,676,,2129,2,,,,,,,,,,,,,,,,,,,,,,,,DT
mls-csv-import,nokonah,Nokonah,401,Closed,2022-01-18,2021-09-07,1440000,1495000,1599000,676.37,702.21,2129,2,2,66,64,,,,,,,1573.5,Monthly,2001,"Concrete, Covered, Garage, Gated, Reserved, Secured",Conventional,Laura Gottesman,Gottesman Residential R.E.,Bryan Cady,DEN Property Group,0.9632,0.9006,1599000,2789141,901 W 9th St  #401,DT
historical-transactions,nokonah,Nokonah,318,Closed,2021-12-30,,545000,,,592,,920,1,,,,,,,,,,,,,,,,,,,,,,,,DT
mls-csv-import,nokonah,Nokonah,318,Closed,2021-12-30,2021-08-12,545000,564000,575000,592.39,613.04,920,1,1,116,175,,,,,,,690,Monthly,2001,"Assigned, Covered, Electric Gate, Gated, Reserved, Secured",Conventional,Doug Harrison,Urbanspace,Ashley Jamieson,"Compass RE Texas, LLC",0.9663,0.9478,575000,8360166,901 W 9th St  #318,DT
historical-transactions,nokonah,Nokonah,1003,Closed,2021-12-21,,2075000,,,831,,2498,2,,,,,,,,,,,,,,,,,,,,,,,,DT
mls-csv-import,nokonah,Nokonah,1003,Closed,2021-12-21,2021-09-07,2075000,2185000,2185000,830.66,874.7,2498,2,3,70,70,,,,,,,1873.5,Monthly,2001,"Additional Parking, Electric Gate, Garage",Cash,Russell Martin,KW-Austin Portfolio RealEstate,Kylie Lynch,KW-Austin Portfolio RealEstate,0.9497,0.9497,,5163122,901 W 9th St  #1003,DT
mls-csv-import,nokonah,Nokonah,805,Closed,2021-11-15,2021-08-02,6500,6500,6500,4.18,4.18,1554,2,2,105,106,,,,,,,,,2001,"Garage, Gated, Underground",,Cord Shiflet,Moreland Properties,Cord Shiflet,Moreland Properties,1.0000,1.0000,,8336757,901 W 9th St  #805,DT
historical-transactions,nokonah,Nokonah,310,Closed,2021-10-10,,510000,,,543,,939,1,,,,,,,,,,,,,,,,,,,,,,,,DT
mls-csv-import,nokonah,Nokonah,310,Closed,2021-10-10,2021-10-10,510000,495000,495000,543.13,527.16,939,1,1,0,0,,,,,,,705,Monthly,2001,"Garage, Gated, Underground",Cash,Linda Picazo,Picazo Properties,Jacob Bremer,Keller Williams Realty,1.0303,1.0303,,9716377,901 W 9th St  #310,DT
historical-transactions,nokonah,Nokonah,305,Closed,2021-10-01,,2200000,,,732,,3006,3,,,,,,,,,,,,,,,,,,,,,,,,DT
mls-csv-import,nokonah,Nokonah,305,Closed,2021-10-01,2021-07-06,2200000,2350000,3000000,731.87,781.77,3006,3,4,58,56,,,,,,,2172.75,Monthly,2001,"Concrete, Covered, Garage, Gated, Reserved, Secured",Cash,Laura Gottesman,Gottesman Residential R.E.,Sheila Evans,Century 21 Hellmann Stribling,0.9362,0.7333,3000000,9915675,901 W 9th St  #305,DT
mls-csv-import,nokonah,Nokonah,406,Closed,2021-07-21,2021-07-12,11500,11500,11500,4.62,4.62,2487,2,3,7,5,,,,,,,,,2001,"Assigned, Gated",,Megan Gallagher,DEN Property Group,Carlye jane Alderete,Twelve Rivers Realty,1.0000,1.0000,,5972412,901 W 9th St  #406,DT
historical-transactions,nokonah,Nokonah,214,Closed,2021-07-14,,489000,,,581,,842,1,,,,,,,,,,,,,,,,,,,,,,,,DT
mls-csv-import,nokonah,Nokonah,214,Closed,2021-07-14,2021-06-10,489000,489000,489000,580.76,580.76,842,1,1,2,2,,,,,,,632,Monthly,2001,"Assigned, Garage, Gated, Reserved, Underground",Conventional,Linda Picazo,Picazo Properties,Mary Jane Parker,"Compass RE Texas, LLC",1.0000,1.0000,,2350101,901 W 9th St  #214,DT
mls-csv-import,nokonah,Nokonah,404,Closed,2021-05-20,2021-04-04,1750,1750,1900,2.99,2.99,585,0,1,36,36,,,,,,,,,2001,"Reserved, Secured",,Wende Parks,Moreland Properties,Non Member,Non Member,1.0000,0.9211,1900,4031545,901 W 9th St  #404,DT
historical-transactions,nokonah,Nokonah,805,Closed,2021-05-11,,1495000,,,962,,1554,2,,,,,,,,,,,,,,,,,,,,,,,,DT
mls-csv-import,nokonah,Nokonah,805,Closed,2021-05-11,2020-11-16,1495000,1350000,1300000,962.03,868.73,1554,2,2,173,13,,,,,,,1118,Monthly,2001,"Garage, Gated, Underground",Conventional,Linda Picazo,Picazo Properties,Linda Picazo,Picazo Properties,1.1074,1.1500,1300000,9983340,901 W 9th St  #805,DT
historical-transactions,nokonah,Nokonah,607,Closed,2021-04-30,,1091250,,,702,,1554,2,,,,,,,,,,,,,,,,,,,,,,,,DT
mls-csv-import,nokonah,Nokonah,607,Closed,2021-04-30,2021-04-07,1091250,1175000,1175000,702.22,756.11,1554,2,2,8,7,,,,,,,1166,Monthly,2001,"Deeded, Garage, Gated, Reserved",Cash,Linda Picazo,Picazo Properties,Non Member,Non Member,0.9287,0.9287,,5715227,901 W 9th St  #607,DT
mls-csv-import,nokonah,Nokonah,602,Closed,2021-04-23,2021-04-04,2200,2200,2200,2.94,2.94,749,1,1,4,96,,,,,,,,,2001,"Reserved, See Remarks",,Wende Parks,Moreland Properties,Steven Cady,Moreland Properties,1.0000,1.0000,,4157245,901 W 9th St  #602,DT
mls-csv-import,nokonah,Nokonah,318,Withdrawn,,2021-04-16,,565000,575000,,614.13,920,1,1,60,60,,,,,,,690,Monthly,2001,"Assigned, Garage, Gated, Reserved",,Linda Picazo,Picazo Properties,,,,,575000,1388489,901 W 9th St  #318,DT
mls-csv-import,nokonah,Nokonah,315,Closed,2021-04-01,2021-02-27,2895,2895,2895,3.74,3.74,774,1,1,29,135,,,,,,,,,2001,"Assigned, Garage, Gated, Reserved, Secured",,Megan Gallagher,DEN Property Group,Megan Gallagher,DEN Property Group,1.0000,1.0000,,9312337,901 W 9th St  #315,DT
historical-transactions,nokonah,Nokonah,404,Closed,2021-03-31,,385000,,,658,,585,0,,,,,,,,,,,,,,,,,,,,,,,,DT
mls-csv-import,nokonah,Nokonah,404,Closed,2021-03-31,2020-10-08,385000,400000,425000,658.12,683.76,585,0,1,35,35,,,,,,,421,Monthly,2001,Reserved,Cash,Peter Van Kooij,Realty Austin,Wende Parks,Moreland Properties,0.9625,0.9059,419000,8733521,901 W 9th St  #404,DT
historical-transactions,nokonah,Nokonah,602,Closed,2021-03-24,,470000,,,628,,749,1,,,,,,,,,,,,,,,,,,,,,,,,DT
mls-csv-import,nokonah,Nokonah,602,Closed,2021-03-24,2021-03-02,470000,475000,475000,627.5,634.18,749,1,1,7,7,,,,,,,562,Monthly,2001,"Assigned, Attached, Garage, Reserved",Cash,Linda Picazo,Picazo Properties,Wende Parks,Moreland Properties,0.9895,0.9895,,9223176,901 W 9th St  #602,DT
historical-transactions,nokonah,Nokonah,219,Closed,2021-03-10,,545000,,,496,,1098,2,,,,,,,,,,,,,,,,,,,,,,,,DT
mls-csv-import,nokonah,Nokonah,219,Closed,2021-03-10,2020-02-21,545000,575000,590000,496.36,523.68,1098,2,2,252,252,,,,,,,790,Monthly,2001,Reserved,Cash,Linda Picazo,Picazo Properties,Linda Picazo,Picazo Properties,0.9478,0.9237,590000,8515583,901 W 9th St  #219,DT
mls-csv-import,nokonah,Nokonah,215,Closed,2021-03-09,2020-05-06,1795,1795,2450,2.32,2.32,774,1,1,301,301,,,,,,,,,2001,"Assigned, Garage",,Jeff Clawson,AustinVestors,Cameron Ramirez,AustinVestors,1.0000,0.7327,1895,3613956,901 W 9th St  #215,DT
historical-transactions,nokonah,Nokonah,704,Closed,2021-02-24,,1350000,,,543,,2488,3,,,,,,,,,,,,,,,,,,,,,,,,DT
mls-csv-import,nokonah,Nokonah,704,Closed,2021-02-24,2020-06-18,1350000,1449000,1650000,542.6,582.4,2488,3,3,217,217,,,,,,,1866,Monthly,2001,"Assigned, Reserved",Cash,Jim Farrington,Farrington Realty,Non Member,Non Member,0.9317,0.8182,1499000,3125899,901 W 9th St  #704,DT
mls-csv-import,nokonah,Nokonah,902,Closed,2021-02-16,2021-01-15,12500,12500,12500,4.14,4.14,3022,3,4,30,30,,,,,,,,,2001,"Assigned, Attached, Common, Garage, Reserved",,Lindsay Dillard,Kuper Sotheby's Itl Rlty,Lindsay Dillard,Kuper Sotheby's Itl Rlty,1.0000,1.0000,,2335656,901 W 9th St  #902,DT
mls-csv-import,nokonah,Nokonah,104,Closed,2021-02-12,2020-12-06,3000,3200,3200,2.45,2.61,1226,2,2,44,44,,,,,,,,,2001,"Assigned, Garage, Gated",,Linda Picazo,Picazo Properties,Michael Del Castillo,Realty Austin,0.9375,0.9375,,1990654,901 W 9th St  #104,DT
mls-csv-import,nokonah,Nokonah,701,Withdrawn,,2021-02-03,,3950000,3950000,,1118.03,3533,3,4,20,20,,,,,,,2613.75,Monthly,2001,"Common, Garage, Private, See Remarks",,Kumara Wilcoxon,Kuper Sotheby's Itl Rlty,,,,,,1725312,901 W 9th St  #701,DT
historical-transactions,nokonah,Nokonah,304,Closed,2021-01-27,,445000,,,663,,671,1,,,,,,,,,,,,,,,,,,,,,,,,DT
mls-csv-import,nokonah,Nokonah,304,Closed,2021-01-27,2020-10-23,445000,449000,475000,663.19,669.15,671,1,1,84,78,,,,,,,483,Monthly,2001,"Assigned, Gated, Reserved",Cash,Linda Picazo,Picazo Properties,Mary Jane Moran,Realty Austin,0.9911,0.9368,465000,6756795,901 W 9th St  #304,DT
