source,buildingSlug,buildingName,unitNumber,status,closeDate,listingContractDate,closePrice,listPrice,originalListPrice,closePricePerSqft,listPricePerSqft,sqft,bedrooms,bathrooms,daysOnMarket,cumulativeDaysOnMarket,floorPlan,orientation,floorPlanSqft,floorPlanBeds,floorPlanBaths,floorPlanHasStudy,hoaFee,hoaFeeFrequency,yearBuilt,parkingFeatures,buyerFinancing,listAgentFullName,listOfficeName,buyerAgentFullName,buyerOfficeName,cpLp,cpOlp,previousListPrice,listingId,address,mlsArea
historical-transactions,brazos-place,Brazos Place,1110,Closed,2020-11-25,,267000,,,429,,623,1,,,,,,,,,,,,,,,,,,,,,,,,DT
mls-csv-import,brazos-place,Brazos Place,1110,Closed,2020-11-25,2020-08-07,267000,275000,275000,428.57,441.41,623,1,1,63,63,,,,,,,343,Monthly,1949,"Assigned, Garage",Conventional,Brandy Finnessey,Kuper Sotheby's Itl Rlty,Dyanna Wilson,Berkshire Hathaway TX Realty,0.9709,0.9709,,2383050,800  Brazos St  #1110,DT
mls-csv-import,brazos-place,Brazos Place,1105,Withdrawn,,2020-11-19,,345000,345000,,387.21,891,1,1,51,51,,,,,,,490.05,Monthly,1949,None (Parking Features),,Kinan Beck,eXp Realty LLC,,,,,,4286006,800  Brazos St  #1105,DT
mls-csv-import,brazos-place,Brazos Place,1111,Closed,2020-11-19,2020-11-06,1950,1900,1900,3.14,3.05,622,1,1,12,12,,,,,,,,,1949,"Garage, Off Street",,Audrey Romano,Moreland Properties,Audrey Romano,Moreland Properties,1.0263,1.0263,,8206573,800  Brazos St  #1111,DT
mls-csv-import,brazos-place,Brazos Place,1311,Closed,2020-11-06,2020-09-17,1650,1550,1650,2.65,2.49,622,1,1,50,50,,,,,,,,,1949,See Remarks,,Tausha Carlson,Marathon Real Estate - Tausha,Tausha Carlson,Marathon Real Estate - Tausha,1.0645,1.0000,1650,8015669,800  Brazos St  #1311,DT
mls-csv-import,brazos-place,Brazos Place,1107,Closed,2020-11-02,2020-08-26,2650,2650,2950,1.89,1.89,1399,2,2,39,394,,,,,,,,,1949,"Detached, Garage, Parking Permit Required, See Remarks",,Joe Bryson,"Real Estate Alliance, Inc.",Lisa Waltke,Pure Realty,1.0000,0.8983,2950,2951645,800  Brazos St  #1107,DT
mls-csv-import,brazos-place,Brazos Place,905,Expired,,2020-10-22,,2175,2400,,2.44,891,1,1,182,182,,,,,,,,,1949,Off Street,,Will Puente,"SavvyWay Realty, Inc.",,,,,2250,4323104,800  Brazos St  #905,DT
mls-csv-import,brazos-place,Brazos Place,902,Closed,2020-09-28,2020-08-12,1995,1995,1995,2.49,2.49,802,1,1,47,47,,,,,,,,,1949,Garage,,Michael Cossette,RE/MAX GATEWAY,Non Member,Non Member,1.0000,1.0000,,8650734,800  Brazos St  #902,DT
mls-csv-import,brazos-place,Brazos Place,1111,Closed,2020-09-06,2020-09-01,1900,1800,1800,3.05,2.89,622,1,1,5,5,,,,,,,,,1949,"Garage, Off Street",,Audrey Romano,Moreland Properties,Audrey Romano,Moreland Properties,1.0556,1.0556,,2177585,800  Brazos St  #1111,DT
mls-csv-import,brazos-place,Brazos Place,1309,Closed,2020-09-04,2020-08-19,3900,3900,3900,3.28,3.28,1190,2,2,7,7,,,,,,,,,1949,See Remarks,,Krystle Copulos,"Compass RE Texas, LLC",Natalie Kalthoff,"Compass RE Texas, LLC",1.0000,1.0000,,4345168,800  Brazos St  #1309,DT
mls-csv-import,brazos-place,Brazos Place,1208,Closed,2020-08-24,2020-04-20,2600,2600,2700,1.96,1.96,1324,2,2,121,121,,,,,,,,,1949,None (Parking Features),,Denise Bodman,Prospect Real Estate,Denise Bodman,Prospect Real Estate,1.0000,0.9630,2650,1385159,800  Brazos St  #1208,DT
mls-csv-import,brazos-place,Brazos Place,1102,Closed,2020-08-09,2020-05-06,1800,2000,2150,2.24,2.49,802,1,1,95,95,,,,,,,,,1949,"Detached, Garage, See Remarks",,Antonia Wilemon,Core Group LLC,Non Member,Non Member,0.9000,0.8372,2150,7015792,800  Brazos St  #1102,DT
mls-csv-import,brazos-place,Brazos Place,810,Expired,,2020-07-30,,1650,1750,,2.65,623,1,1,31,31,,,,,,,,,1949,Off Street,,Neil Diaz,Alonzo Campos,,,,,1750,1775344,800  Brazos St  #810,DT
mls-csv-import,brazos-place,Brazos Place,1206,Expired,,2020-07-16,,2250,2250,,2.47,912,1,1,32,64,,,,,,,,,1949,See Remarks,,Robert Eyers,All County Property Management,,,,,,2131470,800  Brazos St  #1206,DT
historical-transactions,brazos-place,Brazos Place,902,Closed,2020-07-01,,307000,,,383,,802,1,,,,,,,,,,,,,,,,,,,,,,,,DT
mls-csv-import,brazos-place,Brazos Place,902,Closed,2020-07-01,2020-03-12,307000,315000,315000,382.79,392.77,802,1,1,34,34,,,,,,,450,Monthly,1949,Garage,Conventional,Joshua Swan,Realty Austin,Dallas Seely,"Compass RE Texas, LLC",0.9746,0.9746,,8130514,800  Brazos St  #902,DT
historical-transactions,brazos-place,Brazos Place,1310,Closed,2020-06-29,,259000,,,426,,608,1,,,,,,,,,,,,,,,,,,,,,,,,DT
mls-csv-import,brazos-place,Brazos Place,1310,Closed,2020-06-29,2020-05-07,259000,265000,265000,425.99,435.86,608,1,1,6,6,,,,,,,304,Monthly,1949,"Garage, See Remarks",Conventional,Tera Dallas,Lapis Real Estate & Design,Keith Tutor,Tutor Realty,0.9774,0.9774,,5594015,800  Brazos St  #1310,DT
historical-transactions,brazos-place,Brazos Place,1203,Closed,2020-05-29,,320000,,,385,,832,1,,,,,,,,,,,,,,,,,,,,,,,,DT
mls-csv-import,brazos-place,Brazos Place,1203,Closed,2020-05-29,2020-05-19,320000,325000,325000,384.62,390.63,832,1,1,10,10,,,,,,,458,Monthly,1949,"Detached, Garage, Open",Cash,Blake Taylor,Taylor Real Estate,Ronda Prothro,KW-Austin Portfolio RealEstate,0.9846,0.9846,,3361457,800  Brazos St  #1203,DT
mls-csv-import,brazos-place,Brazos Place,1206,Expired,,2020-05-22,,2150,2800,,2.36,912,1,1,32,32,,,,,,,,,1949,Garage,,Robert Eyers,All County Property Management,,,,,2300,1739978,800  Brazos St  #1206,DT
mls-csv-import,brazos-place,Brazos Place,811,Expired,,2020-05-21,,1850,1850,,2.97,622,1,1,66,66,,,,,,,,,1949,Garage,,Jean Bruns,Realty Austin,,,,,,2938118,800  Brazos St  #811,DT
historical-transactions,brazos-place,Brazos Place,1111,Closed,2020-05-15,,262000,,,421,,622,1,,,,,,,,,,,,,,,,,,,,,,,,DT
mls-csv-import,brazos-place,Brazos Place,1111,Closed,2020-05-15,2020-04-05,262000,268000,268000,421.22,430.87,622,1,1,25,25,,,,,,,342,Monthly,1949,"Garage, Off Street",Cash,Amy Seely,Keller Williams Realty,Audrey Romano,Moreland Properties,0.9776,0.9776,,3403115,800  Brazos St  #1111,DT
historical-transactions,brazos-place,Brazos Place,702,Closed,2020-05-12,,315000,,,393,,802,1,,,,,,,,,,,,,,,,,,,,,,,,DT
mls-csv-import,brazos-place,Brazos Place,702,Closed,2020-05-12,2020-03-28,315000,319999,319999,392.77,399,802,1,1,31,31,,,,,,,441,Monthly,1949,Garage,Cash,Amy Drummond,"Compass RE Texas, LLC",Jason Randall,One Elite Realty,0.9844,0.9844,,6096316,800  Brazos St  #702,DT
mls-csv-import,brazos-place,Brazos Place,810,Expired,,2020-05-07,,269000,275000,,431.78,623,1,1,115,158,,,,,,,311,Monthly,1949,None (Parking Features),,Neil Diaz,Alonzo Campos,,,,,275000,2868319,800  Brazos St  #810,DT
historical-transactions,brazos-place,Brazos Place,1211,Closed,2020-04-17,,270000,,,434,,622,1,,,,,,,,,,,,,,,,,,,,,,,,DT
mls-csv-import,brazos-place,Brazos Place,1211,Closed,2020-04-17,2019-06-13,270000,274900,299000,434.08,441.96,622,1,1,266,266,,,,,,,311,Monthly,1949,"Garage, Parking Permit Required, See Remarks",VA,Bryan White,Northpoint Asset Management,Bryan White,Northpoint Asset Management,0.9822,0.9030,279900,8577646,800  Brazos St  #1211,DT
mls-csv-import,brazos-place,Brazos Place,1006,Closed,2020-03-25,2020-03-10,1750,1800,1800,1.92,1.97,912,1,1,13,13,,,,,,,,,1949,Garage,,Angela Butterfield,Advantage Team Real Estate SVC,Angela Butterfield,Advantage Team Real Estate SVC,0.9722,0.9722,,2239650,800  Brazos St  #1006,DT
mls-csv-import,brazos-place,Brazos Place,1002,Closed,2020-03-15,2020-03-02,1650,1650,1650,2.06,2.06,802,1,1,12,12,,,,,,,,,1949,None (Parking Features),,Wende Parks,Moreland Properties,Non Member,Non Member,1.0000,1.0000,,4140156,800  Brazos St  #1002,DT
historical-transactions,brazos-place,Brazos Place,909,Closed,2020-02-24,,300000,,,339,,884,1,,,,,,,,,,,,,,,,,,,,,,,,DT
mls-csv-import,brazos-place,Brazos Place,909,Closed,2020-02-24,2019-08-24,300000,315000,325000,339.37,356.33,884,1,1,147,147,,,,,,,486,Monthly,1949,"Garage, See Remarks",Conventional,Antonia Wilemon,Core Group LLC,,,0.9524,0.9231,325000,9226472,800  Brazos St  #909,DT
mls-csv-import,brazos-place,Brazos Place,810,Withdrawn,,2020-02-20,,275000,275000,,441.41,623,1,1,43,43,,,,,,,311,Monthly,1949,"Garage, Parking Permit Required, See Remarks",,Neil Diaz,VIP Realty,,,,,,4865014,800  Brazos St  #810,DT
historical-transactions,brazos-place,Brazos Place,1201,Closed,2020-02-03,,438000,,,374,,1170,2,,,,,,,,,,,,,,,,,,,,,,,,DT
mls-csv-import,brazos-place,Brazos Place,1201,Closed,2020-02-03,2019-05-30,438000,450000,500000,374.36,384.62,1170,2,2,198,198,,,,,,,585,Monthly,1949,"Detached, See Remarks","Cash, Conventional",Paul Reddam,"Compass RE Texas, LLC",Tyler Shelton,Pure Gold Realty,0.9733,0.8760,475000,3782590,800  Brazos St  #1201,DT
mls-csv-import,brazos-place,Brazos Place,1309,Closed,2020-02-01,2019-07-15,3800,4000,4750,3.19,3.36,1190,2,2,201,201,,,,,,,,,1949,See Remarks,,Krystle Copulos,"Compass RE Texas, LLC",Phil Spinelli,Austin Luxury Realty,0.9500,0.8000,4500,9223972,800  Brazos St  #1309,DT
mls-csv-import,brazos-place,Brazos Place,1311,Closed,2019-12-24,2019-12-04,1600,1600,1600,2.57,2.57,622,0,1,19,19,,,,,,,,,1949,See Remarks,,Tausha Carlson,Marathon Real Estate - Tausha,Non Member,Non Member,1.0000,1.0000,,9901985,800  Brazos St  #1311,DT
mls-csv-import,brazos-place,Brazos Place,805,Closed,2019-12-21,2019-07-09,1950,1950,2300,2.19,2.19,891,1,1,165,165,,,,,,,,,1949,"Detached, Garage",,Antonia Wilemon,Core Group LLC,Elisabeth Hay,Keller Williams Realty,1.0000,0.8478,2300,1768287,800  Brazos St  #805,DT
historical-transactions,brazos-place,Brazos Place,1002,Closed,2019-12-20,,280000,,,349,,802,1,,,,,,,,,,,,,,,,,,,,,,,,DT
mls-csv-import,brazos-place,Brazos Place,1002,Closed,2019-12-20,2019-07-15,280000,299000,310000,349.13,372.82,802,1,1,113,113,,,,,,,401,Monthly,1949,None (Parking Features),Conventional,Valorie Doyle,Coldwell Banker United REALTOR,Wende Parks,Moreland Properties,0.9365,0.9032,310000,7075341,800  Brazos St  #1002,DT
mls-csv-import,brazos-place,Brazos Place,1310,Closed,2019-12-18,2019-09-23,1750,1750,1850,2.88,2.88,608,1,1,86,86,,,,,,,,,1949,None (Parking Features),,Tera Dallas,Lapis Real Estate & Design,Dinah Flores,Mission Real Estate Group,1.0000,0.9459,1850,3779083,800  Brazos St  #1310,DT
mls-csv-import,brazos-place,Brazos Place,1304,Closed,2019-12-14,2019-11-01,1695,1695,1695,2.34,2.34,723,1,1,43,165,,,,,,,,,1949,"Garage, Parking Permit Required",,Stephen Shaffer,Campus Condos,Stephen Shaffer,Campus Condos,1.0000,1.0000,,1941656,800  Brazos St  #1304,DT
mls-csv-import,brazos-place,Brazos Place,906,Closed,2019-12-06,2019-12-01,1750,1750,1750,1.92,1.92,912,1,1,4,4,,,,,,,,,1949,"Garage, Parking Permit Required, See Remarks",,Angela Butterfield,Advantage Team Real Estate SVC,Angela Butterfield,Advantage Team Real Estate SVC,1.0000,1.0000,,9882799,800  Brazos St  #906,DT
mls-csv-import,brazos-place,Brazos Place,1301,Closed,2019-12-01,2019-07-10,2600,2850,2995,2.22,2.44,1170,2,2,113,113,,,,,,,,,1949,See Remarks,,Ron Redder,Presidio Group,Crystal Leija,Keller Williams Realty,0.9123,0.8681,2895,1889012,800  Brazos St  #1301,DT
mls-csv-import,brazos-place,Brazos Place,803,Closed,2019-11-28,2019-11-14,2200,2200,2200,2.64,2.64,832,1,1,14,14,,,,,,,,,1949,Reserved,,Mary Ann Nations,Keller Williams Realty,Jessica Terry,Keller Williams Realty,1.0000,1.0000,,3853633,800  Brazos St  #803,DT
historical-transactions,brazos-place,Brazos Place,1311,Closed,2019-11-13,,234400,,,377,,622,1,,,,,,,,,,,,,,,,,,,,,,,,DT
mls-csv-import,brazos-place,Brazos Place,1311,Closed,2019-11-13,2019-07-13,234400,250000,260000,376.85,401.93,622,1,1,105,105,,,,,,,311,Monthly,1949,Reserved,Cash,Betsy Smith,Realty Austin,Tausha Carlson,Marathon Real Estate - Tausha,0.9376,0.9015,255000,1013230,800  Brazos St  #1311,DT
mls-csv-import,brazos-place,Brazos Place,1102,Closed,2019-10-11,2019-08-05,2250,2250,2250,2.81,2.81,802,1,1,65,65,,,,,,,,,1949,"Detached, Garage, See Remarks",,Antonia Wilemon,Core Group LLC,Hannah Allen,Twelve Rivers Realty,1.0000,1.0000,,3960117,800  Brazos St  #1102,DT
mls-csv-import,brazos-place,Brazos Place,1107,Withdrawn,,2019-09-05,,3100,3450,,2.22,1399,2,2,355,355,,,,,,,,,1949,See Remarks,,Michael Mechler,Berkshire Hathaway TX Realty,,,,,3200,7559115,800  Brazos St  #1107,DT
mls-csv-import,brazos-place,Brazos Place,1011,Closed,2019-08-30,2019-06-10,1770,1770,2000,2.85,2.85,622,1,1,81,81,,,,,,,,,1949,See Remarks,,Erica Griggs,1836 Realty,Patrick Klier,1836 Realty,1.0000,0.8850,1775,2345616,800  Brazos St  #1011,DT
mls-csv-import,brazos-place,Brazos Place,902,Withdrawn,,2019-08-29,,320000,320000,,399,802,1,1,40,40,,,,,,,401,Monthly,1949,"Garage, Gated, See Remarks",,Joshua Swan,"Compass RE Texas, LLC",,,,,,5851956,800  Brazos St  #902,DT
mls-csv-import,brazos-place,Brazos Place,807,Withdrawn,,2019-08-29,,2850,2850,,2.04,1399,2,2,175,175,,,,,,,,,1949,"Detached, Garage, See Remarks",,Holly Mace Massingill,Keller Williams Realty,,,,,,6440327,800  Brazos St  #807,DT
mls-csv-import,brazos-place,Brazos Place,1304,Expired,,2019-08-16,,1895,1995,,2.62,723,1,1,77,122,,,,,,,,,1949,"Garage, Parking Permit Required",,Stephen Shaffer,Campus Condos,,,,,1995,6236975,800  Brazos St  #1304,DT
mls-csv-import,brazos-place,Brazos Place,703,Closed,2019-06-29,2019-01-25,1950,1950,2350,2.34,2.34,832,1,1,153,153,,,,,,,,,1949,See Remarks,,Mike Minns,Atlas Realty,Andrew Frowiss,"HOME SIMPLE OF TEXAS, INC",1.0000,0.8298,2000,9073574,800  Brazos St  #703,DT
mls-csv-import,brazos-place,Brazos Place,905,Withdrawn,,2019-06-25,,2200,2200,,2.47,891,1,1,13,13,,,,,,,,,1949,"Garage, Off Street",,Will Puente,"Expert Way Realty, LLC",,,,,,9678093,800  Brazos St  #905,DT
mls-csv-import,brazos-place,Brazos Place,1304,Expired,,2019-06-17,,1995,1995,,2.76,723,1,1,45,45,,,,,,,,,1949,Garage,,Stephen Shaffer,Campus Condos,,,,,,1424341,800  Brazos St  #1304,DT
mls-csv-import,brazos-place,Brazos Place,1003,Closed,2019-06-10,2019-03-22,1750,1750,2000,2.1,2.1,832,1,1,75,75,,,,,,,,,1949,See Remarks,,Patricia Martinez,Wilson & Goldrick REALTORS,Non Member,Non Member,1.0000,0.8750,1900,6177887,800  Brazos St  #1003,DT
historical-transactions,brazos-place,Brazos Place,704,Closed,2019-05-31,,285000,,,394,,723,1,,,,,,,,,,,,,,,,,,,,,,,,DT
mls-csv-import,brazos-place,Brazos Place,704,Closed,2019-05-31,2018-07-27,285000,289000,299000,394.19,399.72,723,1,1,269,269,,,,,,,316,Monthly,1949,"Garage, See Remarks",Conventional,John Pizzitola,Perfect Tree Realty,Non Member,Non Member,0.9862,0.9532,299000,2879636,800  Brazos St  #704,DT
historical-transactions,brazos-place,Brazos Place,1209,Closed,2019-05-03,,300000,,,339,,884,1,,,,,,,,,,,,,,,,,,,,,,,,DT
mls-csv-import,brazos-place,Brazos Place,1209,Closed,2019-05-03,2018-06-03,300000,309000,329000,339.37,349.55,884,1,1,308,308,,,,,,,442,Monthly,1949,"Garage, See Remarks",Cash,Dave van Heuven,van Heuven Properties,Joshua Swan,"Compass RE Texas, LLC",0.9709,0.9119,325000,8797354,800  Brazos St  #1209,DT
mls-csv-import,brazos-place,Brazos Place,704,Withdrawn,,2019-04-11,,2100,2100,,2.9,723,1,1,1,1,,,,,,,,,1949,"Garage, See Remarks",,John Pizzitola,Perfect Tree Realty,,,,,,2139009,800  Brazos St  #704,DT
mls-csv-import,brazos-place,Brazos Place,809,Closed,2019-04-10,2019-03-28,2500,2500,2500,2.83,2.83,884,1,1,13,13,,,,,,,,,1949,Outside,,Wade Giles,Moreland Properties,Andrew Holbrook,Twelve Rivers Realty,1.0000,1.0000,,9639005,800  Brazos St  #809,DT
mls-csv-import,brazos-place,Brazos Place,1208,Closed,2019-03-30,2019-02-12,2700,2700,2800,2.04,2.04,1324,2,2,41,41,,,,,,,,,1949,None (Parking Features),,Denise Bodman,"Lee Real Estate Services, Inc.",Christina Hanson,Atlas Realty,1.0000,0.9643,2800,1612453,800  Brazos St  #1208,DT
mls-csv-import,brazos-place,Brazos Place,1107,Closed,2019-03-23,2019-01-12,3335,3450,3450,2.38,2.47,1399,2,2,53,194,,,,,,,,,1949,See Remarks,,Michael Mechler,Berkshire Hathaway TX Realty,Chris Long,"Compass RE Texas, LLC",0.9667,0.9667,,1752717,800  Brazos St  #1107,DT
mls-csv-import,brazos-place,Brazos Place,911,Closed,2019-03-15,2019-03-05,1600,1600,1600,2.57,2.57,622,1,1,4,4,,,,,,,,,1949,None (Parking Features),,Brandon Vermelis,Austin Luxury Realty,Clayton Holsey,Pauly Presley Realty,1.0000,1.0000,,7330771,800  Brazos St  #911,DT
mls-csv-import,brazos-place,Brazos Place,1111,Expired,,2019-03-14,,1950,1950,,3.14,622,1,1,171,171,,,,,,,,,1949,"Garage, Off Street",,Amy Seely,Keller Williams Realty,,,,,,1090676,800  Brazos St  #1111,DT
historical-transactions,brazos-place,Brazos Place,807,Closed,2019-03-07,,430951,,,308,,1399,2,,,,,,,,,,,,,,,,,,,,,,,,DT
mls-csv-import,brazos-place,Brazos Place,807,Closed,2019-03-07,2018-06-26,430951,436900,525000,308.04,312.29,1399,2,2,223,223,,,,,,,700,Monthly,1949,"Assigned, Detached, Garage, See Remarks",Cash,Amber Galligan,TOWERS.net,Holly Mace Massingill,Keller Williams Realty,0.9864,0.8209,439900,5383184,800  Brazos St  #807,DT
mls-csv-import,brazos-place,Brazos Place,1310,Withdrawn,,2019-03-05,,259000,299000,,425.99,608,1,1,231,231,,,,,,,304,Monthly,1949,"Garage, See Remarks",,Tera Dallas,Lapis Real Estate & Design,,,,,269000,4936143,800  Brazos St  #1310,DT
mls-csv-import,brazos-place,Brazos Place,1007,Expired,,2019-02-28,,553900,553900,,395.93,1399,2,2,86,86,,,,,,,700,Monthly,1949,"Assigned, Gated, Open, Parking Permit Required",,Crystal Lopez,Redfin Corporation,,,,,,4250257,800  Brazos St  #1007,DT
mls-csv-import,brazos-place,Brazos Place,1208,Withdrawn,,2019-02-12,,565000,565000,,426.74,1324,2,2,42,42,,,,,,,662,Monthly,1949,None (Parking Features),,Denise Bodman,"Lee Real Estate Services, Inc.",,,,,,3298978,800  Brazos St  #1208,DT
mls-csv-import,brazos-place,Brazos Place,807,Withdrawn,,2019-01-25,,2750,3000,,1.97,1399,1,2,10,10,,,,,,,,,1949,"Garage, Reserved",,Amber Galligan,TOWERS.net,,,,,3000,9087358,800  Brazos St  #807,DT
mls-csv-import,brazos-place,Brazos Place,1003,Withdrawn,,2018-11-21,,320000,327000,,384.62,832,1,1,121,121,,,,,,,416,Monthly,1949,See Remarks,,Stephanie Sachnowitz,Wilson & Goldrick REALTORS,,,,,327000,8924383,800  Brazos St  #1003,DT
mls-csv-import,brazos-place,Brazos Place,1309,Closed,2018-11-14,2018-08-17,4500,5000,5000,3.78,4.2,1190,2,2,84,84,,,,,,,,,1949,"Garage, Reserved, See Remarks",,Krystle Copulos,Platinum Realty Austin,Antonia Wilemon,Core Group LLC,0.9000,0.9000,,9013376,800  Brazos St  #1309,DT
mls-csv-import,brazos-place,Brazos Place,704,Closed,2018-11-02,2018-07-27,2100,2100,2100,2.9,2.9,723,1,1,84,84,,,,,,,,,1949,"Garage, See Remarks",,John Pizzitola,Perfect Tree Realty,Holly Mace Massingill,Keller Williams Realty,1.0000,1.0000,,2924555,800  Brazos St  #704,DT
historical-transactions,brazos-place,Brazos Place,902,Closed,2018-11-01,,314000,,,392,,802,1,,,,,,,,,,,,,,,,,,,,,,,,DT
mls-csv-import,brazos-place,Brazos Place,902,Closed,2018-11-01,2018-08-25,314000,323000,323000,391.52,402.74,802,1,1,33,215,,,,,,,401,Monthly,1949,Garage,Conventional,Amy Sparks,DEN Property Group,Joshua Swan,Keller Williams Realty,0.9721,0.9721,,2551677,800  Brazos St  #902,DT
mls-csv-import,brazos-place,Brazos Place,1102,Closed,2018-10-20,2018-10-12,2250,2000,2000,2.81,2.49,802,1,1,7,7,,,,,,,,,1949,"Garage, See Remarks",,Antonia Wilemon,Core Group LLC,Non Member,Non Member,1.1250,1.1250,,7033027,800  Brazos St  #1102,DT
mls-csv-import,brazos-place,Brazos Place,905,Closed,2018-10-20,2018-10-17,2100,2100,2100,2.36,2.36,891,1,1,3,3,,,,,,,,,1949,See Remarks,,Joe Iley,Mission Real Estate Group,Antonia Wilemon,Core Group LLC,1.0000,1.0000,,8818973,800  Brazos St  #905,DT
mls-csv-import,brazos-place,Brazos Place,1310,Withdrawn,,2018-10-03,,299000,299000,,491.78,608,1,1,61,61,,,,,,,304,Monthly,1949,"Garage, See Remarks",,Tera Dallas,Lapis Real Estate & Design,,,,,,7689802,800  Brazos St  #1310,DT
historical-transactions,brazos-place,Brazos Place,901,Closed,2018-09-27,,440735,,,377,,1170,2,,,,,,,,,,,,,,,,,,,,,,,,DT
mls-csv-import,brazos-place,Brazos Place,901,Closed,2018-09-27,2018-04-02,440735,459000,474000,376.7,392.31,1170,2,2,165,165,,,,,,,571,Monthly,1949,"Detached, See Remarks",Cash,Amy Seely,Keller Williams Realty,Chris Beer,Green City Realty,0.9602,0.9298,465000,9674328,800  Brazos St  #901,DT
mls-csv-import,brazos-place,Brazos Place,1107,Withdrawn,,2018-08-20,,3850,3850,,2.75,1399,2,2,141,141,,,,,,,,,1949,Reserved,,Jeannette Spinelli,KW-Austin Portfolio RealEstate,,,,,,7343763,800  Brazos St  #1107,DT
historical-transactions,brazos-place,Brazos Place,1009,Closed,2018-08-03,,328000,,,371,,884,1,,,,,,,,,,,,,,,,,,,,,,,,DT
mls-csv-import,brazos-place,Brazos Place,1009,Closed,2018-08-03,2017-09-07,328000,328000,354000,371.04,371.04,884,1,1,281,327,,,,,,,442,Monthly,1949,"Garage, See Remarks",Cash,Gregg Klar,Keller Williams - Lake Travis,Michael Foreman,Redfin Corporation,1.0000,0.9266,334500,3566078,800  Brazos St  #1009,DT
mls-csv-import,brazos-place,Brazos Place,803,Closed,2018-08-03,2018-06-20,2000,2100,2300,2.4,2.52,832,1,1,40,40,,,,,,,,,1949,"Common, Detached",,Mary Ann Nations,Keller Williams Realty,Andrew Hackemack,TOWERS.net,0.9524,0.8696,2300,6823269,800  Brazos St  #803,DT
mls-csv-import,brazos-place,Brazos Place,1211,Closed,2018-07-30,2018-07-13,1950,1950,1950,3.14,3.14,622,1,1,13,13,,,,,,,,,1949,Parking Permit Required,,Bryan White,Northpoint Asset Management,Clay Crabbe,JP and Associates Realtors,1.0000,1.0000,,2335018,800  Brazos St  #1211,DT
mls-csv-import,brazos-place,Brazos Place,901,Withdrawn,,2018-07-28,,2500,2700,,2.14,1170,2,2,48,48,,,,,,,,,1949,"Covered, Garage",,Amy Seely,Keller Williams Realty,,,,,2600,1366813,800  Brazos St  #901,DT
mls-csv-import,brazos-place,Brazos Place,906,Closed,2018-07-05,2018-06-01,1850,1850,1850,2.03,2.03,912,1,1,32,32,,,,,,,,,1949,"Garage, Parking Permit Required, See Remarks",,Angela Butterfield,Advantage Team Real Estate SVC,Andrew Hackemack,TOWERS.net,1.0000,1.0000,,9894074,800  Brazos St  #906,DT
historical-transactions,brazos-place,Brazos Place,1211,Closed,2018-06-25,,272000,,,437,,622,1,,,,,,,,,,,,,,,,,,,,,,,,DT
mls-csv-import,brazos-place,Brazos Place,1211,Closed,2018-06-25,2018-05-02,272000,280000,280000,437.3,450.16,622,1,1,9,9,,,,,,,311,Monthly,1949,"Garage, Reserved, See Remarks",Conventional,Joelle Chamorro,Realty Austin,Nicole James,Moreland Properties,0.9714,0.9714,,9862144,800  Brazos St  #1211,DT
mls-csv-import,brazos-place,Brazos Place,1009,Withdrawn,,2018-06-18,,1950,1950,,2.21,884,1,1,29,29,,,,,,,,,1949,Reserved,,Gregg Klar,Keller Williams - Lake Travis,,,,,,8585330,800  Brazos St  #1009,DT
historical-transactions,brazos-place,Brazos Place,1205,Closed,2018-06-07,,325000,,,365,,891,1,,,,,,,,,,,,,,,,,,,,,,,,DT
historical-transactions,brazos-place,Brazos Place,1105,Closed,2018-06-07,,331000,,,371,,891,1,,,,,,,,,,,,,,,,,,,,,,,,DT
mls-csv-import,brazos-place,Brazos Place,1105,Closed,2018-06-07,2017-07-17,331000,330000,374000,371.49,370.37,891,1,1,276,276,,,,,,,445,Monthly,1949,"Garage, See Remarks",Conventional,Vanessa Wolfe,Coldwell Banker United REALTOR,Jessica Licona,Keller Williams Realty,1.0030,0.8850,343500,3411562,800  Brazos St  #1105,DT
mls-csv-import,brazos-place,Brazos Place,1205,Closed,2018-06-07,2018-02-23,325000,342000,349900,364.76,383.84,891,1,1,62,62,,,,,,,445,Monthly,1949,"Assigned, Garage, Parking Permit Required, See Remarks",Conventional,Kay Gourley,The Gill Agency,Martha Small,KW-Austin Portfolio RealEstate,0.9503,0.9288,349900,4272375,800  Brazos St E #1205,DT
mls-csv-import,brazos-place,Brazos Place,1111,Closed,2018-06-01,2018-04-12,1900,1900,1850,3.05,3.05,622,1,1,45,45,,,,,,,,,1949,"Garage, Off Street",,Amy Seely,Keller Williams Realty,Amy Seely,Keller Williams Realty,1.0000,1.0270,1850,3654809,800  Brazos St  #1111,DT
mls-csv-import,brazos-place,Brazos Place,1002,Withdrawn,,2018-05-31,,318000,330000,,396.51,802,1,1,207,207,,,,,,,401,Monthly,1949,"Assigned, Detached",,Valorie Doyle,Coldwell Banker United REALTOR,,,,,325000,8673870,800  Brazos St  #1002,DT
historical-transactions,brazos-place,Brazos Place,703,Closed,2018-05-01,,310000,,,373,,832,1,,,,,,,,,,,,,,,,,,,,,,,,DT
